InstAddress		Total_Execution	Total_Cycles	Instruction
90005348		14                  	70                  	SLLR  R5, R10
9000534a		14                  	42                  	AND   R10, R9
9000534c		14                  	42                  	COMPC 0, R9
9000534e		14                  	140                 	JMP   R31, JNE, 0x00004910
90005354		4                   	48                  	JMP   R31, JMP, 0x0000491e
90005360		10                  	310                 	JMP   R31, JMP, 0x000048cc
9000536e		4                   	12                  	OR    R10, R6
90005370		4                   	32                  	ST    R13, R6
90005372		4                   	20                  	SLL   5, R5
90005374		4                   	12                  	ADD   R5, R14
90005376		4                   	16                  	AND   R30, R15, 0x200
9000537a		4                   	44                  	JMP   R31, JE, 0x00004932
90005382		4                   	32                  	ST    R12, R9
90005384		4                   	36                  	ST    R1++, R14
90005386		4                   	844                 	LD    --R0, R15
90005388		4                   	844                 	LD    --R0, R10
9000538a		4                   	844                 	LD    --R0, R9
9000538c		4                   	844                 	LD    --R0, R8
9000538e		4                   	844                 	LD    --R0, R7
90005390		4                   	844                 	LD    --R0, R6
90005392		4                   	844                 	LD    --R0, R5
90005394		4                   	844                 	LD    --R0, R14
90005396		4                   	844                 	LD    --R0, R13
90005398		4                   	844                 	LD    --R0, R12
9000539a		4                   	44                  	JMP   R16, JMP
9000539c		3                   	227                 	ST    R0++, R16
9000539e		3                   	239                 	JSR   R31, JMP, 0x00004854
900053a4		3                   	633                 	LD    --R0, R16
900053a6		3                   	633                 	LD    --R1, R8
900053a8		3                   	9                   	MOV   R8, R23
900053aa		3                   	9                   	COMPC -1, R23
900053ac		3                   	36                  	JMP   R31, JNE, 0x00004968
900053b8		3                   	27                  	STX   R2, R8, 0x0
900053bc		3                   	215                 	MOV   R31, R10, 0x80080000
900053c2		3                   	27                  	ST    R0++, R16
900053c4		3                   	27                  	ST    R1++, R10
900053c6		3                   	39                  	JSR   R31, JMP, 0x00004b52
900053cc		3                   	633                 	LD    --R0, R16
900053ce		3                   	633                 	LD    --R1, R9
900053d0		3                   	12                  	AND   R31, R9, 0xfffc0000
900053d6		3                   	15                  	ADD   R31, R9, 0x00020000
900053dc		3                   	9                   	MOV   R8, R23
900053de		3                   	9                   	SUB   R9, R23
900053e0		3                   	215                 	SRA   5, R23
900053e2		3                   	27                  	STX   R2, R23, 0x4
900053e6		3                   	33                  	JMP   R16, JMP
90005492		2                   	218                 	ST    R0++, R10
90005494		2                   	422                 	LD    --R1, R10
90005496		2                   	18                  	ST    R0++, R5
90005498		2                   	18                  	ST    R0++, R6
9000549a		2                   	6                   	MSG   S1, R6
9000549c		2                   	4                   	CPSW, 9
9000549e		40                  	2400                	LD    R10, R5
900054a0		40                  	320                 	COMPC 1, R5
900054a2		40                  	174                 	JMP   R31, JNE, 0x00004a60
900054a8		38                  	2470                	DLY
900054aa		38                  	418                 	JMP   R31, JMP, 0x00004a4e
900054b0		2                   	8                   	AND   R30, R6, 0x200
900054b4		2                   	24                  	JMP   R31, JE, 0x00004a6c
900054bc		2                   	422                 	LD    --R0, R6
900054be		2                   	422                 	LD    --R0, R5
900054c0		2                   	622                 	LD    --R0, R10
900054c2		2                   	22                  	JMP   R16, JMP
900054c4		5502                	16506               	MSG   S1, R9
900054c6		5502                	11004               	CPSW, 9
900054c8		12202               	732120              	LD    R2, R8
900054ca		12202               	36606               	COMPC 1, R8
900054cc		12202               	99524               	JMP   R31, JNE, 0x00004a8a
900054d2		6700                	435500              	DLY
900054d4		6700                	80400               	JMP   R31, JMP, 0x00004a78
900054da		5502                	22008               	AND   R30, R9, 0x200
900054de		5502                	66024               	JMP   R31, JE, 0x00004a96
900054e6		5502                	60522               	JMP   R16, JMP
900054e8		3                   	227                 	ST    R0++, R10
900054ea		3                   	633                 	LD    --R1, R10
900054ec		3                   	24                  	ST    R10, R10
900054ee		3                   	633                 	LD    --R0, R10
900054f0		3                   	33                  	JMP   R16, JMP
900054f2		5502                	44016               	ST    R2, R2
900054f4		5502                	60522               	JMP   R16, JMP
900054f6		2                   	210                 	MOV   R31, R8, 0x80080000
900054fc		2                   	18                  	ST    R0++, R16
900054fe		2                   	18                  	ST    R1++, R8
90005500		2                   	424                 	JSR   R31, JMP, 0x00004b52
90005506		2                   	422                 	LD    --R0, R16
90005508		2                   	422                 	LD    --R1, R9
9000550a		2                   	8                   	MOV   R31, R8, 0xfffc0000
90005510		2                   	6                   	AND   R8, R9
90005512		2                   	8                   	ADD   R31, R9, 0x00020000
90005518		2                   	6                   	ADDC  0, R9
9000551a		2                   	18                  	ST    R0++, R16
9000551c		2                   	18                  	ST    R1++, R9
9000551e		2                   	226                 	JSR   R31, JMP, 0x00004a42
90005524		2                   	422                 	LD    --R0, R16
90005526		2                   	22                  	JMP   R16, JMP
90005528		2                   	208                 	MOV   R31, R8, 0x80080000
9000552e		2                   	18                  	ST    R0++, R16
90005530		2                   	18                  	ST    R1++, R8
90005532		2                   	24                  	JSR   R31, JMP, 0x00004b52
90005538		2                   	422                 	LD    --R0, R16
9000553a		2                   	422                 	LD    --R1, R9
9000553c		2                   	210                 	MOV   R31, R8, 0xfffc0000
90005542		2                   	6                   	AND   R8, R9
90005544		2                   	10                  	ADD   R31, R9, 0x00020000
9000554a		2                   	6                   	ADDC  0, R9
9000554c		2                   	18                  	ST    R0++, R16
9000554e		2                   	18                  	ST    R1++, R9
90005550		2                   	24                  	JSR   R31, JMP, 0x00004a98
90005556		2                   	422                 	LD    --R0, R16
90005558		2                   	22                  	JMP   R16, JMP
9000555a		10                  	290                 	ST    R0++, R16
9000555c		10                  	90                  	ST    R1++, R2
9000555e		10                  	90                  	ST    R1++, R3
90005560		10                  	320                 	JSR   R31, JMP, 0x00004b1a
90005566		10                  	2110                	LD    --R0, R16
90005568		10                  	110                 	JMP   R16, JMP
9000556a		10                  	90                  	ST    R0++, R2
9000556c		10                  	90                  	ST    R0++, R3
9000556e		10                  	2110                	LD    --R1, R3
90005570		10                  	2110                	LD    --R1, R2
90005572		10                  	90                  	ST    R0++, R8
90005574		10                  	30                  	MSG   S1, R8
90005576		10                  	20                  	SPSW, 21
90005578		10                  	90                  	ST    R2++, R3
9000557a		10                  	230                 	ADDC  -4, R2
9000557c		10                  	450                 	AND   R31, R8, 0x00200000
90005582		10                  	40                  	JMP   R31, JNE, 0x00004b3a
90005588		10                  	20                  	CPSW, 21
9000558a		10                  	2110                	LD    --R0, R8
9000558c		10                  	2110                	LD    --R0, R3
9000558e		10                  	2110                	LD    --R0, R2
90005590		10                  	110                 	JMP   R16, JMP
900055a2		30                  	670                 	ST    R0++, R2
900055a4		30                  	6330                	LD    --R1, R2
900055a6		30                  	270                 	ST    R0++, R8
900055a8		30                  	270                 	ST    R0++, R10
900055aa		30                  	90                  	MSG   S1, R8
900055ac		30                  	60                  	SPSW, 21
900055ae		30                  	330                 	LD    R2++, R10
900055b0		30                  	90                  	ADDC  -4, R2
900055b2		30                  	120                 	AND   R31, R8, 0x00200000
900055b8		30                  	120                 	JMP   R31, JNE, 0x00004b70
900055be		30                  	60                  	CPSW, 21
900055c0		30                  	670                 	ST    R1++, R10
900055c2		30                  	6330                	LD    --R0, R10
900055c4		30                  	6330                	LD    --R0, R8
900055c6		30                  	6330                	LD    --R0, R2
900055c8		30                  	330                 	JMP   R16, JMP
900055da		15                  	135                 	ST    R0++, R2
900055dc		15                  	3165                	LD    --R1, R2
900055de		15                  	135                 	ST    R0++, R9
900055e0		15                  	535                 	ST    R0++, R16
900055e2		15                  	135                 	ST    R1++, R2
900055e4		15                  	195                 	JSR   R31, JMP, 0x00004b52
900055ea		15                  	3165                	LD    --R0, R16
900055ec		15                  	3165                	LD    --R1, R9
900055ee		15                  	75                  	AND   R31, R9, 0xfffc0000
900055f4		15                  	135                 	ST    R1++, R9
900055f6		15                  	3165                	LD    --R0, R9
900055f8		15                  	3165                	LD    --R0, R2
900055fa		15                  	165                 	JMP   R16, JMP
900055fc		3                   	27                  	ST    R0++, R16
900055fe		3                   	27                  	ST    R1++, R2
90005600		3                   	236                 	JSR   R31, JMP, 0x00004bbc
90005606		3                   	633                 	LD    --R0, R16
90005608		3                   	633                 	LD    --R1, R23
9000560a		3                   	33                  	JMP   R16, JMP
9000560c		4                   	36                  	ST    R0++, R2
9000560e		4                   	844                 	LD    --R1, R2
90005610		4                   	36                  	ST    R0++, R3
90005612		4                   	36                  	ST    R0++, R4
90005614		4                   	36                  	ST    R0++, R5
90005616		4                   	20                  	MOV   R31, R5, 0x80100000
9000561c		4                   	36                  	ST    R0++, R16
9000561e		4                   	36                  	ST    R1++, R5
90005620		4                   	248                 	JSR   R31, JMP, 0x00004b8a
90005626		4                   	844                 	LD    --R0, R16
90005628		4                   	844                 	LD    --R1, R3
9000562a		4                   	16                  	ADD   R30, R3, 0x34
9000562e		4                   	840                 	LD    R3, R4
90005630		4                   	12                  	ADDC  -2, R4
90005632		4                   	12                  	COMP  R2, R4
90005634		4                   	48                  	JMP   R31, JG, 0x00004bf6
90005646		4                   	220                 	MOV   R31, R5, 0x80800000
9000564c		4                   	12                  	MOV   R2, R3
9000564e		4                   	20                  	SRA   2, R3
90005650		4                   	36                  	MUL   R31, R3, 0x00040000
90005656		4                   	12                  	ADD   R3, R5
90005658		4                   	36                  	ST    R0++, R16
9000565a		4                   	36                  	ST    R1++, R5
9000565c		4                   	252                 	JSR   R31, JMP, 0x00004b52
90005662		4                   	844                 	LD    --R0, R16
90005664		4                   	844                 	LD    --R1, R3
90005666		4                   	20                  	AND   R31, R3, 0xfffc0000
9000566c		4                   	36                  	ST    R1++, R3
9000566e		4                   	844                 	LD    --R0, R5
90005670		4                   	844                 	LD    --R0, R4
90005672		4                   	844                 	LD    --R0, R3
90005674		4                   	844                 	LD    --R0, R2
90005676		4                   	44                  	JMP   R16, JMP
90005ffc		4                   	236                 	ST    R0++, R2
90005ffe		4                   	36                  	ST    R0++, R3
90006000		4                   	236                 	ST    R0++, R4
90006002		4                   	12                  	MOV   R19, R2
90006004		4                   	20                  	ADD   R31, R2, 0x00008548
9000600a		4                   	840                 	LD    R2, R3
9000600c		4                   	12                  	MOVC  0, R4
9000600e		4                   	12                  	COMP  R4, R3
90006010		4                   	37                  	JMP   R31, JNE, 0x000055d4
90006016		1                   	9                   	ST    R0++, R16
90006018		1                   	12                  	JSR   R31, JMP, 0x00004854
9000601e		1                   	211                 	LD    --R0, R16
90006020		1                   	411                 	LD    --R1, R3
90006022		1                   	8                   	ST    R2, R3
90006024		4                   	12                  	MOVC  0, R4
90006026		9                   	27                  	COMPC 0, R4
90006028		9                   	64                  	JMP   R31, JNE, 0x000055e6
9000602e		5                   	300                 	LD    R3, R4
90006030		5                   	55                  	JMP   R31, JMP, 0x000055d6
90006036		4                   	844                 	LD    --R0, R4
90006038		4                   	844                 	LD    --R0, R3
9000603a		4                   	844                 	LD    --R0, R2
9000603c		4                   	44                  	JMP   R16, JMP
9000603e		1                   	9                   	ST    R0++, R2
90006040		1                   	9                   	ST    R0++, R3
90006042		1                   	3                   	MOV   R19, R2
90006044		1                   	5                   	ADD   R31, R2, 0x00008548
9000604a		1                   	210                 	LD    R2, R3
9000604c		1                   	9                   	ST    R0++, R16
9000604e		1                   	9                   	ST    R1++, R3
90006050		1                   	12                  	JSR   R31, JMP, 0x00004a98
90006056		1                   	211                 	LD    --R0, R16
90006058		1                   	211                 	LD    --R0, R3
9000605a		1                   	211                 	LD    --R0, R2
9000605c		1                   	11                  	JMP   R16, JMP
9000605e		3                   	227                 	ST    R0++, R2
90006060		3                   	27                  	ST    R0++, R3
90006062		3                   	633                 	LD    --R1, R3
90006064		3                   	633                 	LD    --R1, R2
90006066		3                   	27                  	ST    R0++, R4
90006068		3                   	27                  	MUL   R30, R3, 0x58
9000606c		3                   	12                  	ADDX  R2, R4, 0x9c
90006070		3                   	9                   	ADD   R3, R4
90006072		3                   	27                  	ST    R1++, R4
90006074		3                   	633                 	LD    --R0, R4
90006076		3                   	633                 	LD    --R0, R3
90006078		3                   	633                 	LD    --R0, R2
9000607a		3                   	33                  	JMP   R16, JMP
9000607c		3                   	227                 	ST    R0++, R2
9000607e		3                   	27                  	ST    R0++, R3
90006080		3                   	833                 	LD    --R1, R3
90006082		3                   	633                 	LD    --R1, R2
90006084		3                   	27                  	ST    R0++, R4
90006086		3                   	27                  	ST    R0++, R5
90006088		3                   	27                  	ST    R0++, R6
9000608a		3                   	27                  	ST    R0++, R7
9000608c		3                   	27                  	ST    R0++, R8
9000608e		3                   	27                  	ST    R0++, R9
90006090		3                   	27                  	ST    R0++, R10
90006092		3                   	27                  	ST    R0++, R12
90006094		3                   	27                  	ST    R0++, R13
90006096		3                   	9                   	MOV   R25, R12
90006098		3                   	9                   	MOV   R3, R11
9000609a		3                   	633                 	LDX   R2, R7, 0x0
9000609e		3                   	212                 	ADDX  R2, R13, 0x9c
900060a2		3                   	9                   	MOVC  0, R5
900060a4		3                   	9                   	MOVC  0, R6
900060a6		3                   	9                   	COMP  R6, R7
900060a8		3                   	12                  	JMP   R31, JLE, 0x000056b0
900060ae		3                   	27                  	ST    R0++, R16
900060b0		3                   	27                  	ST    R1++, R2
900060b2		3                   	27                  	ST    R1++, R6
900060b4		3                   	39                  	JSR   R31, JMP, 0x0000560e
900060ba		3                   	633                 	LD    --R0, R16
900060bc		3                   	633                 	LD    --R1, R13
900060be		3                   	9                   	MOV   R13, R4
900060c0		3                   	209                 	MOV   R11, R3
900060c2		3                   	9                   	MOVC  1, R9
900060c4		6                   	18                  	COMPC 0, R9
900060c6		6                   	51                  	JMP   R31, JE, 0x0000569a
900060cc		3                   	633                 	LD    R3++, R25
900060ce		3                   	9                   	MOV   R25, R9
900060d0		3                   	633                 	LDX   R13, R25, 0x0
900060d4		3                   	9                   	MOV   R25, R10
900060d6		3                   	9                   	COMP  R9, R10
900060d8		3                   	12                  	JMP   R31, JE, 0x00005692
900060de		3                   	9                   	ADDC  1, R5
900060e0		3                   	209                 	MOVC  0, R9
900060e2		3                   	9                   	ADDC  1, R13
900060e4		3                   	36                  	JMP   R31, JMP, 0x00005674
900060ea		3                   	9                   	COMP  R10, R9
900060ec		3                   	15                  	JMP   R31, JNE, 0x000056a8
900060f2		3                   	33                  	JMP   R31, JMP, 0x000056b0
90006100		3                   	209                 	COMP  R7, R5
90006102		3                   	12                  	JMP   R31, JNE, 0x000056ba
90006108		3                   	9                   	MOVC  -1, R5
9000610a		3                   	9                   	MOV   R12, R25
9000610c		3                   	27                  	ST    R1++, R5
9000610e		3                   	633                 	LD    --R0, R13
90006110		3                   	633                 	LD    --R0, R12
90006112		3                   	633                 	LD    --R0, R10
90006114		3                   	633                 	LD    --R0, R9
90006116		3                   	633                 	LD    --R0, R8
90006118		3                   	633                 	LD    --R0, R7
9000611a		3                   	633                 	LD    --R0, R6
9000611c		3                   	633                 	LD    --R0, R5
9000611e		3                   	633                 	LD    --R0, R4
90006120		3                   	833                 	LD    --R0, R3
90006122		3                   	633                 	LD    --R0, R2
90006124		3                   	33                  	JMP   R16, JMP
90006168		1                   	209                 	ST    R0++, R2
9000616a		1                   	9                   	ST    R0++, R3
9000616c		1                   	211                 	LD    --R1, R3
9000616e		1                   	211                 	LD    --R1, R2
90006170		1                   	9                   	ST    R0++, R6
90006172		1                   	9                   	MUL   R30, R3, 0x10
90006176		1                   	4                   	ADDX  R2, R6, 0x61c
9000617a		1                   	3                   	ADD   R3, R6
9000617c		1                   	3                   	MOVC  0, R7
9000617e		1                   	209                 	STX   R6, R7, 0x0
90006182		1                   	9                   	STX   R6, R7, 0x4
90006186		1                   	9                   	STX   R6, R7, 0x8
9000618a		1                   	9                   	STX   R6, R7, 0xc
9000618e		1                   	211                 	LD    --R0, R6
90006190		1                   	211                 	LD    --R0, R3
90006192		1                   	211                 	LD    --R0, R2
90006194		1                   	11                  	JMP   R16, JMP
900061a4		1                   	209                 	ST    R0++, R2
900061a6		1                   	9                   	ST    R0++, R3
900061a8		1                   	3                   	MSG   S3, R3
900061aa		1                   	5                   	SRA   18, R3
900061ac		1                   	4                   	AND   R30, R3, 0xf
900061b0		1                   	5                   	SLL   2, R3
900061b2		1                   	3                   	MSG   S3, R2
900061b4		1                   	5                   	SRA   10, R2
900061b6		1                   	4                   	AND   R30, R2, 0x3
900061ba		1                   	3                   	ADD   R3, R2
900061bc		1                   	9                   	ST    R1++, R2
900061be		1                   	211                 	LD    --R0, R3
900061c0		1                   	411                 	LD    --R0, R2
900061c2		1                   	11                  	JMP   R16, JMP
90006258		3                   	209                 	MOV   R1, R10
9000625a		3                   	12                  	ADD   R30, R10, 0xffe4
9000625e		3                   	633                 	LD    R10++, R9
90006260		3                   	833                 	LD    R10++, R8
90006262		3                   	27                  	ST    R0++, R16
90006264		3                   	27                  	ST    R1++, R2
90006266		3                   	27                  	ST    R1++, R3
90006268		3                   	27                  	ST    R1++, R4
9000626a		3                   	27                  	ST    R1++, R5
9000626c		3                   	27                  	ST    R1++, R6
9000626e		3                   	27                  	ST    R1++, R7
90006270		3                   	27                  	ST    R1++, R8
90006272		3                   	27                  	ST    R1++, R9
90006274		3                   	39                  	JSR   R31, JMP, 0x00005830
9000627a		3                   	633                 	LD    --R0, R16
9000627c		3                   	633                 	LD    --R1, R23
9000627e		3                   	33                  	JMP   R16, JMP
90006280		3                   	227                 	ST    R0++, R2
90006282		3                   	27                  	ST    R0++, R3
90006284		3                   	27                  	ST    R0++, R4
90006286		3                   	27                  	ST    R0++, R5
90006288		3                   	27                  	ST    R0++, R6
9000628a		3                   	27                  	ST    R0++, R7
9000628c		3                   	27                  	ST    R0++, R8
9000628e		3                   	27                  	ST    R0++, R9
90006290		3                   	633                 	LD    --R1, R9
90006292		3                   	633                 	LD    --R1, R8
90006294		3                   	633                 	LD    --R1, R7
90006296		3                   	633                 	LD    --R1, R6
90006298		3                   	633                 	LD    --R1, R5
9000629a		3                   	633                 	LD    --R1, R4
9000629c		3                   	633                 	LD    --R1, R3
9000629e		3                   	633                 	LD    --R1, R2
900062a0		3                   	227                 	ST    R0++, R10
900062a2		3                   	27                  	ST    R0++, R11
900062a4		3                   	27                  	ST    R0++, R12
900062a6		3                   	27                  	ST    R0++, R12
900062a8		3                   	27                  	ST    R0++, R13
900062aa		3                   	27                  	ST    R0++, R14
900062ac		3                   	27                  	ST    R0++, R15
900062ae		3                   	27                  	ST    R0++, R17
900062b0		3                   	27                  	ST    R0++, R17
900062b2		3                   	27                  	ST    R0++, R18
900062b4		3                   	27                  	ST    R0++, R20
900062b6		3                   	27                  	ST    R0++, R21
900062b8		3                   	27                  	ST    R0++, R22
900062ba		3                   	9                   	MSG   S1, R22
900062bc		3                   	6                   	CPSW, 9
900062be		3                   	27                  	ST    R0++, R16
900062c0		3                   	236                 	JSR   R31, JMP, 0x000055ac
900062c6		3                   	633                 	LD    --R0, R16
900062c8		3                   	633                 	LDX   R4, R18, 0x0
900062cc		3                   	27                  	ST    R0++, R16
900062ce		3                   	27                  	ST    R1++, R4
900062d0		3                   	27                  	ST    R1++, R2
900062d2		3                   	36                  	JSR   R31, JMP, 0x0000562c
900062d8		3                   	633                 	LD    --R0, R16
900062da		3                   	633                 	LD    --R1, R13
900062dc		3                   	9                   	COMPC 0, R13
900062de		3                   	15                  	JMP   R31, JGE, 0x0000589c
900062e4		3                   	209                 	MOVC  3, R12
900062e6		3                   	36                  	JMP   R31, JMP, 0x00005bb8
90006608		3                   	212                 	AND   R30, R22, 0x200
9000660c		3                   	36                  	JMP   R31, JE, 0x00005bc4
90006614		3                   	27                  	ST    R1++, R12
90006616		3                   	633                 	LD    --R0, R22
90006618		3                   	633                 	LD    --R0, R21
9000661a		3                   	633                 	LD    --R0, R20
9000661c		3                   	633                 	LD    --R0, R18
9000661e		3                   	633                 	LD    --R0, R17
90006620		3                   	833                 	LD    --R0, R17
90006622		3                   	633                 	LD    --R0, R15
90006624		3                   	633                 	LD    --R0, R14
90006626		3                   	633                 	LD    --R0, R13
90006628		3                   	633                 	LD    --R0, R12
9000662a		3                   	633                 	LD    --R0, R12
9000662c		3                   	633                 	LD    --R0, R11
9000662e		3                   	633                 	LD    --R0, R10
90006630		3                   	633                 	LD    --R0, R9
90006632		3                   	633                 	LD    --R0, R8
90006634		3                   	633                 	LD    --R0, R7
90006636		3                   	633                 	LD    --R0, R6
90006638		3                   	633                 	LD    --R0, R5
9000663a		3                   	633                 	LD    --R0, R4
9000663c		3                   	633                 	LD    --R0, R3
9000663e		3                   	633                 	LD    --R0, R2
90006640		3                   	233                 	JMP   R16, JMP
90006642		1                   	9                   	ST    R0++, R16
90006644		1                   	9                   	ST    R1++, R2
90006646		1                   	9                   	ST    R1++, R3
90006648		1                   	9                   	ST    R1++, R4
9000664a		1                   	12                  	JSR   R31, JMP, 0x00005c06
90006656		1                   	9                   	ST    R0++, R2
90006658		1                   	9                   	ST    R0++, R3
9000665a		1                   	9                   	ST    R0++, R4
9000665c		1                   	211                 	LD    --R1, R4
9000665e		1                   	211                 	LD    --R1, R3
90006660		1                   	211                 	LD    --R1, R2
90006662		1                   	9                   	ST    R0++, R5
90006664		1                   	9                   	ST    R0++, R6
90006666		1                   	9                   	ST    R0++, R7
90006668		1                   	9                   	ST    R0++, R7
9000666a		1                   	9                   	ST    R0++, R8
9000666c		1                   	9                   	ST    R0++, R9
9000666e		1                   	9                   	ST    R0++, R10
90006670		1                   	9                   	ST    R0++, R11
90006672		1                   	9                   	ST    R0++, R12
90006674		1                   	9                   	ST    R0++, R13
90006676		1                   	9                   	ST    R0++, R14
90006678		1                   	9                   	ST    R0++, R15
9000667a		1                   	9                   	ST    R0++, R17
9000667c		1                   	9                   	ST    R0++, R18
9000667e		1                   	9                   	ST    R0++, R20
90006680		1                   	9                   	ST    R0++, R21
90006682		1                   	9                   	ST    R0++, R22
90006684		1                   	9                   	ST    R0++, R23
90006686		1                   	3                   	MSG   S1, R17
90006688		1                   	2                   	CPSW, 9
9000668a		1                   	9                   	ST    R0++, R16
9000668c		1                   	13                  	JSR   R31, JMP, 0x000055ac
90006692		1                   	211                 	LD    --R0, R16
90006694		1                   	3                   	MOV   R2, R10
90006696		1                   	3                   	COMPC -1, R2
90006698		1                   	4                   	JMP   R31, JNE, 0x00005c5a
9000669e		1                   	9                   	ST    R0++, R16
900066a0		1                   	112                 	JSR   R31, JMP, 0x00005754
900066a6		1                   	211                 	LD    --R0, R16
900066a8		1                   	211                 	LD    --R1, R2
900066aa		1                   	3                   	MOV   R2, R6
900066ac		1                   	9                   	MUL   R30, R6, 0x10
900066b0		1                   	4                   	ADDX  R3, R12, 0x61c
900066b4		1                   	3                   	ADD   R6, R12
900066b6		1                   	211                 	LDX   R12, R9, 0x4
900066ba		1                   	3                   	MOV   R9, R6
900066bc		1                   	9                   	MUL   R30, R6, 0x58
900066c0		1                   	204                 	ADDX  R3, R11, 0x9c
900066c4		1                   	3                   	ADD   R6, R11
900066c6		1                   	3                   	MOV   R2, R14
900066c8		1                   	5                   	SRA   2, R14
900066ca		1                   	5                   	SLL   2, R14
900066cc		1                   	3                   	MOV   R2, R8
900066ce		1                   	4                   	COMP  R30, R8, 0x20
900066d2		1                   	11                  	JMP   R31, JL, 0x00005c92
900066e2		1                   	203                 	MOVC  1, R6
900066e4		1                   	5                   	SLLR  R8, R6
900066e6		1                   	211                 	LDX   R11, R7, 0x50
900066ea		1                   	3                   	AND   R6, R7
900066ec		1                   	3                   	COMPC 0, R7
900066ee		1                   	12                  	JMP   R31, JNE, 0x00005cac
900066fc		1                   	211                 	LDX   R11, R7, 0x50
90006700		1                   	204                 	XOR   R30, R6, 0xffff
90006704		1                   	3                   	AND   R6, R7
90006706		1                   	9                   	STX   R11, R7, 0x50
9000670a		1                   	3                   	MOV   R3, R15
9000670c		1                   	3                   	ADD   R14, R15
9000670e		1                   	3                   	MOV   R4, R6
90006710		1                   	4                   	AND   R30, R6, 0x2
90006714		1                   	3                   	COMPC 0, R6
90006716		1                   	5                   	JMP   R31, JE, 0x00005d56
9000671c		1                   	3                   	MSG   S30, R18
9000671e		1                   	411                 	LDX   R12, R21, 0x8
90006722		1                   	3                   	MSG   S30, R7
90006724		1                   	3                   	MOV   R21, R6
90006726		1                   	3                   	ADD   R7, R6
90006728		1                   	211                 	LDX   R15, R7, 0x1c
9000672c		1                   	3                   	COMP  R7, R6
9000672e		1                   	5                   	JMP   R31, JNE, 0x00005cf4
90006734		1                   	211                 	LDX   R15, R6, 0x1c
90006738		1                   	3                   	SUB   R21, R6
9000673a		1                   	9                   	STX   R15, R6, 0x1c
9000673e		1                   	12                  	JMP   R31, JMP, 0x00005d56
900067a6		1                   	203                 	MOV   R3, R15
900067a8		1                   	3                   	MOV   R4, R6
900067aa		1                   	4                   	AND   R30, R6, 0x4
900067ae		1                   	3                   	COMPC 0, R6
900067b0		1                   	4                   	JMP   R31, JE, 0x00005de4
900067b6		1                   	3                   	MOV   R29, R18
900067b8		1                   	211                 	LDX   R12, R22, 0xc
900067bc		1                   	3                   	MOV   R29, R7
900067be		1                   	3                   	MOV   R22, R6
900067c0		1                   	203                 	ADD   R7, R6
900067c2		1                   	211                 	LDX   R3, R7, 0x10
900067c6		1                   	3                   	COMP  R7, R6
900067c8		1                   	11                  	JMP   R31, JNE, 0x00005d8e
900067de		1                   	411                 	LDX   R3, R13, 0x18
900067e2		1                   	3                   	MOVC  0, R6
900067e4		1                   	3                   	MOV   R6, R23
900067e6		1                   	3                   	COMPC 0, R13
900067e8		1                   	11                  	JMP   R31, JE, 0x00005dbc
9000680c		1                   	209                 	STX   R18, R21, 0x4
90006810		1                   	3                   	COMPC 0, R23
90006812		1                   	11                  	JMP   R31, JE, 0x00005dd8
90006828		1                   	411                 	LDX   R15, R6, 0x18
9000682c		1                   	9                   	STX   R18, R6, 0x0
90006830		1                   	9                   	STX   R15, R18, 0x18
90006834		1                   	3                   	MOV   R14, R6
90006836		1                   	9                   	MUL   R30, R6, 0x10
9000683a		1                   	4                   	ADDX  R3, R12, 0x61c
9000683e		1                   	3                   	ADD   R6, R12
90006840		1                   	203                 	MOVC  1, R7
90006842		1                   	3                   	MOVC  0, R8
90006844		1                   	3                   	COMPC 4, R8
90006846		1                   	5                   	JMP   R31, JGE, 0x00005e1c
9000684c		1                   	211                 	LDX   R12, R6, 0x0
90006850		1                   	3                   	COMPC 0, R6
90006852		1                   	4                   	JMP   R31, JE, 0x00005e10
90006858		1                   	3                   	MOVC  0, R7
9000685a		1                   	11                  	JMP   R31, JMP, 0x00005e1c
9000686c		1                   	203                 	COMPC 1, R7
9000686e		1                   	12                  	JMP   R31, JNE, 0x00005e40
90006890		1                   	209                 	ST    R0++, R16
90006892		1                   	9                   	ST    R1++, R3
90006894		1                   	9                   	ST    R1++, R2
90006896		1                   	13                  	JSR   R31, JMP, 0x00005718
9000689c		1                   	211                 	LD    --R0, R16
9000689e		1                   	9                   	ST    R0++, R16
900068a0		1                   	212                 	JSR   R31, JMP, 0x000055ee
900068a6		1                   	211                 	LD    --R0, R16
900068a8		1                   	3                   	MOV   R2, R5
900068aa		1                   	4                   	AND   R30, R5, 0x3
900068ae		1                   	9                   	MUL   R30, R5, 0x400
900068b2		1                   	9                   	ST    R0++, R16
900068b4		1                   	9                   	ST    R1++, R2
900068b6		1                   	13                  	JSR   R31, JMP, 0x00004bbc
900068bc		1                   	211                 	LD    --R0, R16
900068be		1                   	211                 	LD    --R1, R6
900068c0		1                   	203                 	ADD   R6, R5
900068c2		1                   	4                   	ADD   R31, R5, 0x00030000
900068c8		1                   	3                   	COMP  R10, R2
900068ca		1                   	4                   	JMP   R31, JE, 0x00005e8e
900068d0		1                   	4                   	ADD   R30, R5, 0x108
900068d4		1                   	10                  	LD    R5, R6
900068d6		1                   	5                   	AND   R31, R6, 0xffff7fff
900068dc		1                   	8                   	ST    R5, R6
900070f0		3                   	227                 	ST    R0++, R16
