InstAddress		Total_Execution	Total_Cycles	Instruction
90000a50		1                   	203                 	MOV   R29, R0
90000a52		1                   	4                   	ADD   R31, R0, 0x00000004
90000a58		1                   	3                   	MOV   R29, R1
90000a5a		1                   	4                   	ADD   R31, R1, 0x00000804
90000a60		1                   	209                 	ST    R0++, R16
90000a62		1                   	12                  	JSR   R31, JMP, 0x00000642
90000a68		1                   	211                 	LD    --R0, R16
90000a6a		1                   	9                   	ST    R0++, R16
90000a6c		1                   	13                  	JSR   R31, JMP, 0x000042cc
90000a72		1                   	211                 	LD    --R0, R16
90000a74		1                   	11                  	JMP   R16, JMP
90000a8a		2544                	7632                	MOVC  0, R23
90000a8c		2544                	27984               	CSNE  R23, R3
90000a90		2544                	7632                	MOV   R3, R23
90000a92		2544                	10176               	ADD   R31, R23, 0x01000000
90000a98		2544                	10176               	XOR   R31, R23, 0x7fffffff
90000a9e		2544                	12720               	MOV   R31, R8, 0x40000000
90000aa4		2544                	7632                	MOV   R3, R6
90000aa6		2544                	25440               	FMUL  R23, R6
90000aa8		2544                	7632                	MOV   R8, R7
90000aaa		2544                	20352               	FSUB  R6, R7
90000aac		2544                	25440               	FMUL  R7, R23
90000aae		2544                	7632                	MOV   R3, R6
90000ab0		2544                	25440               	FMUL  R23, R6
90000ab2		2544                	7632                	MOV   R8, R7
90000ab4		2544                	20352               	FSUB  R6, R7
90000ab6		2544                	25440               	FMUL  R7, R23
90000ab8		2544                	7632                	MOV   R3, R6
90000aba		2544                	25440               	FMUL  R23, R6
90000abc		2544                	7632                	MOV   R8, R7
90000abe		2544                	20352               	FSUB  R6, R7
90000ac0		2544                	25440               	FMUL  R7, R23
90000ac2		2544                	25440               	FMUL  R2, R23
90000ac4		2544                	7632                	ADDC  1, R23
90000ac6		2544                	27984               	JMP   R16, JMP
90000ac8		2544                	22896               	ST    R0++, R16
90000aca		2544                	22896               	ST    R0++, R17
90000acc		2544                	22896               	ST    R0++, R2
90000ace		2544                	22896               	ST    R0++, R3
90000ad0		2544                	22896               	ST    R0++, R6
90000ad2		2544                	22896               	ST    R0++, R7
90000ad4		2544                	22896               	ST    R0++, R8
90000ad6		2544                	7632                	MOV   R8, R2
90000ad8		2544                	7632                	MOV   R9, R3
90000ada		2544                	30528               	JSR   R31, JMP, 0x0000003a
90000ae0		2544                	536784              	LD    --R0, R8
90000ae2		2544                	536784              	LD    --R0, R7
90000ae4		2544                	536784              	LD    --R0, R6
90000ae6		2544                	536784              	LD    --R0, R3
90000ae8		2544                	536784              	LD    --R0, R2
90000aea		2544                	536784              	LD    --R0, R17
90000aec		2544                	536784              	LD    --R0, R16
90000aee		2544                	27984               	JMP   R16, JMP
90000c58		14                  	56                  	COMP  R30, R2, 0x1f
90000c5c		14                  	70                  	JMP   R31, JG, 0x000002a4
90000c62		14                  	42                  	MOV   R19, R10
90000c64		14                  	70                  	ADD   R31, R10, 0x00000000
90000c6a		14                  	42                  	MOV   R2, R11
90000c6c		14                  	70                  	SLL   2, R11
90000c6e		14                  	42                  	ADD   R11, R10
90000c70		14                  	2940                	LD    R10, R11
90000c72		14                  	154                 	JMP   R11, JMP
90000c94		11                  	33                  	MOV   R8, R23
90000c96		11                  	121                 	JMP   R16, JMP
90000cd4		3                   	9                   	MOV   R24, R23
90000cd6		3                   	33                  	JMP   R16, JMP
90000cfc		3                   	9                   	MOV   R3, R23
90000cfe		3                   	12                  	COMP  R30, R2, 0x1f
90000d02		3                   	12                  	JMP   R31, JG, 0x0000034a
90000d08		3                   	9                   	MOV   R19, R10
90000d0a		3                   	12                  	ADD   R31, R10, 0x00000080
90000d10		3                   	9                   	MOV   R2, R11
90000d12		3                   	15                  	SLL   2, R11
90000d14		3                   	9                   	ADD   R11, R10
90000d16		3                   	630                 	LD    R10, R11
90000d18		3                   	33                  	JMP   R11, JMP
90000d3a		3                   	9                   	MOV   R3, R8
90000d3c		3                   	33                  	JMP   R16, JMP
90000d9c		5                   	20                  	COMP  R30, R2, 0x1f
90000da0		5                   	20                  	JMP   R31, JG, 0x000003e8
90000da6		5                   	15                  	MOV   R19, R10
90000da8		5                   	20                  	ADD   R31, R10, 0x00000100
90000dae		5                   	15                  	MOV   R2, R11
90000db0		5                   	25                  	SLL   2, R11
90000db2		5                   	15                  	ADD   R11, R10
90000db4		5                   	1050                	LD    R10, R11
90000db6		5                   	55                  	JMP   R11, JMP
90000dc4		5                   	15                  	MSG   S3, R23
90000dc6		5                   	55                  	JMP   R16, JMP
90001092		1                   	209                 	ST    R0++, R16
90001094		1                   	9                   	ST    R0++, R17
90001096		1                   	3                   	MOV   R1, R17
90001098		1                   	4                   	ADD   R30, R1, 0x1c
9000109c		1                   	213                 	JSR   R31, JMP, 0x00004aa6
900010a2		1                   	203                 	MOV   R19, R11
900010a4		1                   	5                   	ADD   R31, R11, 0x00000200
900010aa		1                   	210                 	LD    R11, R11
900010ac		1                   	3                   	COMPC 0, R11
900010ae		1                   	12                  	JMP   R31, JNE, 0x0000068c
900010dc		1                   	13                  	JSR   R31, JMP, 0x00004ad8
900010e2		1                   	3                   	MOV   R17, R1
900010e4		1                   	211                 	LD    --R0, R17
900010e6		1                   	211                 	LD    --R0, R16
900010e8		1                   	11                  	JMP   R16, JMP
90001136		4989766             	324334990           	DLY
90001138		4989766             	19959141            	DRJ   30, R2
9000113a		4989755             	54887305            	JMP   R16, JMP
90001140		129                 	1161                	ST    R0++, R16
90001142		129                 	1161                	ST    R0++, R17
90001144		129                 	1161                	ST    R0++, R2
90001146		129                 	1161                	ST    R0++, R3
90001148		129                 	1161                	ST    R0++, R4
9000114a		129                 	1161                	ST    R0++, R5
9000114c		129                 	1161                	ST    R0++, R6
9000114e		129                 	1161                	ST    R0++, R22
90001150		129                 	1548                	JSR   R31, JMP, 0x00000920
90001156		129                 	27219               	LD    --R0, R22
90001158		129                 	27219               	LD    --R0, R6
9000115a		129                 	27219               	LD    --R0, R5
9000115c		129                 	27219               	LD    --R0, R4
9000115e		129                 	27219               	LD    --R0, R3
90001160		129                 	27219               	LD    --R0, R2
90001162		129                 	27219               	LD    --R0, R17
90001164		129                 	27219               	LD    --R0, R16
90001166		129                 	1419                	JMP   R16, JMP
90001168		65                  	585                 	ST    R0++, R16
9000116a		65                  	585                 	ST    R0++, R17
9000116c		65                  	585                 	ST    R0++, R2
9000116e		65                  	585                 	ST    R0++, R3
90001170		65                  	585                 	ST    R0++, R4
90001172		65                  	585                 	ST    R0++, R5
90001174		65                  	585                 	ST    R0++, R6
90001176		65                  	585                 	ST    R0++, R22
90001178		65                  	780                 	JSR   R31, JMP, 0x00000920
9000117e		65                  	195                 	MOV   R2, R23
90001180		65                  	13715               	LD    --R0, R22
90001182		65                  	13715               	LD    --R0, R6
90001184		65                  	13715               	LD    --R0, R5
90001186		65                  	13715               	LD    --R0, R4
90001188		65                  	13715               	LD    --R0, R3
9000118a		65                  	13715               	LD    --R0, R2
9000118c		65                  	13715               	LD    --R0, R17
9000118e		65                  	13715               	LD    --R0, R16
90001190		65                  	715                 	JMP   R16, JMP
9000128a		194                 	1746                	ST    R0++, R6
9000128c		194                 	1746                	ST    R0++, R7
9000128e		194                 	1746                	ST    R0++, R8
90001290		194                 	1746                	ST    R0++, R9
90001292		194                 	582                 	MOVC  0, R9
90001294		194                 	582                 	MOVC  0, R23
90001296		194                 	582                 	COMPC 0, R3
90001298		194                 	776                 	JMP   R31, JE, 0x00000914
9000129e		194                 	582                 	COMPC 1, R3
900012a0		194                 	2134                	JMP   R31, JNE, 0x00000860
900012b0		194                 	582                 	MOV   R3, R22
900012b2		194                 	582                 	MOV   R2, R4
900012b4		194                 	970                 	SRL   1, R3
900012b6		194                 	970                 	SRL   1, R2
900012b8		194                 	582                 	COMP  R3, R2
900012ba		194                 	1896                	JMP   R31, JGE, 0x0000087e
900012c0		34                  	102                 	MOV   R4, R9
900012c2		34                  	374                 	JMP   R31, JMP, 0x00000914
900012ce		160                 	480                 	MOV   R22, R3
900012d0		160                 	480                 	MOV   R4, R2
900012d2		160                 	480                 	COMP  R2, R3
900012d4		160                 	1899                	JMP   R31, JNE, 0x00000894
900012da		3                   	9                   	MOVC  0, R2
900012dc		3                   	9                   	MOVC  1, R23
900012de		3                   	36                  	JMP   R31, JMP, 0x00000914
900012e4		157                 	628                 	MOV   R30, R5, 0x20
900012e8		157                 	471                 	MOV   R9, R4
900012ea		157                 	785                 	SRL   1, R9
900012ec		157                 	785                 	SRL   1, R3
900012ee		5117                	15351               	COMP  R9, R3
900012f0		5117                	21567               	JMP   R31, JLE, 0x000008ca
900012f6		4960                	14880               	MOV   R4, R9
900012f8		4960                	14880               	MOV   R22, R3
900012fa		4960                	14880               	MOV   R2, R7
900012fc		4960                	24800               	AND   R31, R7, 0x80000000
90001302		4960                	24800               	SRL   31, R7
90001304		4960                	24800               	SLL   1, R9
90001306		4960                	14880               	OR    R7, R9
90001308		4960                	14880               	MOV   R2, R8
9000130a		4960                	24800               	SLL   1, R2
9000130c		4960                	14880               	ADDC  -1, R5
9000130e		4960                	14880               	MOV   R9, R4
90001310		4960                	24800               	SRL   1, R9
90001312		4960                	24800               	SRL   1, R3
90001314		4960                	59520               	JMP   R31, JMP, 0x0000089e
9000131a		157                 	471                 	MOV   R4, R9
9000131c		157                 	471                 	MOV   R22, R3
9000131e		157                 	471                 	MOV   R8, R2
90001320		157                 	785                 	SRL   1, R9
90001322		157                 	471                 	ADDC  1, R5
90001324		157                 	471                 	MOVC  0, R22
90001326		378                 	1134                	COMP  R22, R5
90001328		378                 	2611                	JMP   R31, JLE, 0x00000914
9000132e		221                 	663                 	MOV   R2, R7
90001330		221                 	884                 	AND   R31, R7, 0x80000000
90001336		221                 	1105                	SRL   31, R7
90001338		221                 	1105                	SLL   1, R9
9000133a		221                 	663                 	OR    R7, R9
9000133c		221                 	663                 	MOV   R9, R4
9000133e		221                 	663                 	SUB   R3, R4
90001340		221                 	663                 	MOV   R4, R6
90001342		221                 	884                 	AND   R31, R6, 0x80000000
90001348		221                 	1105                	SRL   31, R6
9000134a		221                 	1105                	SLL   1, R2
9000134c		221                 	1105                	SLL   1, R23
9000134e		221                 	663                 	COMPC 0, R6
90001350		221                 	1108                	JMP   R31, JNE, 0x0000090c
90001356		189                 	567                 	MOVC  1, R6
90001358		189                 	567                 	OR    R6, R23
9000135a		189                 	567                 	MOV   R4, R9
9000135c		221                 	663                 	ADDC  1, R22
9000135e		221                 	2652                	JMP   R31, JMP, 0x000008d6
90001364		194                 	582                 	MOV   R9, R2
90001366		194                 	40934               	LD    --R0, R9
90001368		194                 	40934               	LD    --R0, R8
9000136a		194                 	40934               	LD    --R0, R7
9000136c		194                 	40934               	LD    --R0, R6
9000136e		194                 	2134                	JMP   R16, JMP
90001370		194                 	582                 	MOV   R8, R2
90001372		194                 	582                 	COMPC 0, R8
90001374		194                 	2328                	JMP   R31, JGE, 0x0000092c
9000137c		194                 	582                 	MOV   R9, R3
9000137e		194                 	582                 	COMPC 0, R9
90001380		194                 	2134                	JMP   R31, JGE, 0x00000938
90001388		194                 	1746                	ST    R0++, R16
9000138a		194                 	2328                	JSR   R31, JMP, 0x0000083a
90001390		194                 	40934               	LD    --R0, R16
90001392		194                 	582                 	COMPC 0, R8
90001394		194                 	2328                	JMP   R31, JGE, 0x0000095c
900013ac		194                 	582                 	COMPC 0, R9
900013ae		194                 	2328                	JMP   R31, JGE, 0x00000966
900013b6		194                 	2134                	JMP   R16, JMP
9000337c		4                   	48                  	JMP   R31, JMP, 0x00002942
90003382		32                  	96                  	MOV   R2, R11
90003384		32                  	128                 	ADDX  R11, R2, 0x1
90003388		32                  	96                  	MOV   R3, R10
9000338a		32                  	128                 	ADDX  R10, R3, 0x1
9000338e		32                  	6720                	LD    R10, R24
90003390		32                  	256                 	ST    R11, R24
90003392		36                  	108                 	MOV   R4, R11
90003394		36                  	144                 	ADDX  R11, R4, 0xffff
90003398		36                  	108                 	MOVC  0, R10
9000339a		36                  	108                 	COMP  R10, R11
9000339c		36                  	404                 	JMP   R31, JNE, 0x00002932
900033a2		4                   	44                  	JMP   R16, JMP
900033a4		3                   	27                  	ST    R0++, R16
900033a6		3                   	27                  	ST    R0++, R17
900033a8		3                   	9                   	MOV   R1, R17
900033aa		3                   	12                  	ADD   R30, R1, 0x1c
900033ae		3                   	36                  	JMP   R31, JMP, 0x0000296c
900033bc		3                   	9                   	MOV   R19, R11
900033be		3                   	15                  	ADD   R31, R11, 0x00008234
900033c4		3                   	630                 	LD    R11, R11
900033c6		3                   	630                 	LD    R11, R11
900033c8		3                   	9                   	MOV   R19, R10
900033ca		3                   	12                  	ADD   R31, R10, 0x00008238
900033d0		3                   	630                 	LD    R10, R10
900033d2		3                   	9                   	COMP  R10, R11
900033d4		3                   	15                  	JMP   R31, JE, 0x00002964
900033da		3                   	9                   	MOV   R19, R11
900033dc		3                   	15                  	ADD   R31, R11, 0x00008234
900033e2		3                   	630                 	LD    R11, R23
900033e4		3                   	9                   	MOV   R17, R1
900033e6		3                   	633                 	LD    --R0, R17
900033e8		3                   	633                 	LD    --R0, R16
900033ea		3                   	33                  	JMP   R16, JMP
900033ec		3                   	27                  	ST    R0++, R16
900033ee		3                   	27                  	ST    R0++, R17
900033f0		3                   	9                   	MOV   R1, R17
900033f2		3                   	12                  	ADD   R30, R1, 0x20
900033f6		3                   	27                  	ST    R0++, R21
900033f8		3                   	27                  	ST    R0++, R22
900033fa		3                   	27                  	STX   R17, R2, 0x0
900033fe		3                   	27                  	STX   R17, R3, 0xfffc
90003402		3                   	27                  	STX   R17, R4, 0xfff8
90003406		3                   	27                  	STX   R17, R5, 0xfff4
9000340a		3                   	27                  	STX   R17, R6, 0xfff0
9000340e		3                   	27                  	STX   R17, R7, 0xffec
90003412		3                   	12                  	ADDX  R17, R21, 0xfffc
90003416		3                   	9                   	MOV   R19, R11
90003418		3                   	12                  	ADD   R31, R11, 0x00008248
9000341e		3                   	630                 	LD    R11, R2
90003420		3                   	36                  	JSR   R31, JMP, 0x00004a74
90003426		3                   	39                  	JSR   R31, JMP, 0x00002954
9000342c		3                   	9                   	MOV   R23, R22
9000342e		3                   	9                   	MOVC  3, R2
90003430		3                   	36                  	JSR   R31, JMP, 0x0000034c
90003436		3                   	12                  	ADDX  R22, R10, 0x4
9000343a		3                   	9                   	MOV   R23, R11
9000343c		3                   	24                  	ST    R10, R11
9000343e		3                   	12                  	ADDX  R22, R11, 0x8
90003442		3                   	630                 	LD    R17, R10
90003444		3                   	24                  	ST    R11, R10
90003446		3                   	630                 	LD    R17, R11
90003448		3                   	9                   	COMPC 0, R11
9000344a		3                   	12                  	JMP   R31, JL, 0x00002ec8
90003450		3                   	12                  	COMP  R30, R11, 0x14
90003454		3                   	15                  	JMP   R31, JG, 0x00002ec8
9000345a		3                   	9                   	MOV   R19, R10
9000345c		3                   	15                  	ADD   R31, R10, 0x00008250
90003462		3                   	24                  	MULC  4, R11
90003464		3                   	9                   	ADD   R11, R10
90003466		3                   	630                 	LD    R10, R11
90003468		3                   	33                  	JMP   R11, JMP
900035f2		3                   	12                  	ADDX  R22, R11, 0xc
900035f6		3                   	9                   	MOVC  8, R10
900035f8		3                   	24                  	ST    R11, R10
900035fa		3                   	12                  	ADDX  R22, R11, 0x10
900035fe		3                   	12                  	MOV   R30, R10, 0x18
90003602		3                   	24                  	ST    R11, R10
90003604		3                   	9                   	MOVC  -4, R11
90003606		3                   	9                   	MOV   R21, R10
90003608		3                   	9                   	ADD   R11, R10
9000360a		3                   	9                   	MOV   R10, R21
9000360c		3                   	12                  	ADDX  R22, R11, 0x14
90003610		3                   	12                  	ADDX  R10, R10, 0x4
90003614		3                   	630                 	LD    R10, R10
90003616		3                   	24                  	ST    R11, R10
90003618		3                   	9                   	MOVC  -4, R11
9000361a		3                   	9                   	MOV   R21, R10
9000361c		3                   	9                   	ADD   R11, R10
9000361e		3                   	9                   	MOV   R10, R21
90003620		3                   	12                  	ADDX  R22, R11, 0x18
90003624		3                   	12                  	ADDX  R10, R10, 0x4
90003628		3                   	630                 	LD    R10, R10
9000362a		3                   	24                  	ST    R11, R10
9000362c		3                   	36                  	JMP   R31, JMP, 0x00002ec8
90003918		3                   	9                   	MOVC  0, R21
9000391a		3                   	9                   	MOVC  8, R2
9000391c		3                   	9                   	MOVC  0, R3
9000391e		3                   	39                  	JSR   R31, JMP, 0x000002ac
90003924		3                   	9                   	MOV   R19, R11
90003926		3                   	15                  	ADD   R31, R11, 0x00008234
9000392c		3                   	630                 	LD    R11, R10
9000392e		3                   	630                 	LD    R10, R10
90003930		3                   	24                  	ST    R11, R10
90003932		11                  	33                  	MOVC  2, R2
90003934		11                  	143                 	JSR   R31, JMP, 0x000006e6
9000393a		11                  	33                  	MOVC  8, R2
9000393c		11                  	143                 	JSR   R31, JMP, 0x00000208
90003942		11                  	33                  	MOVC  0, R10
90003944		11                  	33                  	COMP  R10, R23
90003946		11                  	111                 	JMP   R31, JE, 0x00002ee2
9000394c		3                   	12                  	MOV   R30, R2, 0x18
90003950		3                   	36                  	JSR   R31, JMP, 0x00000208
90003956		3                   	9                   	MOV   R23, R11
90003958		3                   	27                  	STX   R1, R11, 0xffe4
9000395c		3                   	9                   	MOV   R19, R11
9000395e		3                   	15                  	ADD   R31, R11, 0x00008248
90003964		3                   	630                 	LD    R11, R2
90003966		3                   	39                  	JSR   R31, JMP, 0x00004aa2
9000396c		3                   	633                 	LDX   R1, R23, 0xffe4
90003970		3                   	633                 	LD    --R0, R22
90003972		3                   	633                 	LD    --R0, R21
90003974		3                   	9                   	MOV   R17, R1
90003976		3                   	633                 	LD    --R0, R17
90003978		3                   	633                 	LD    --R0, R16
9000397a		3                   	33                  	JMP   R16, JMP
90003b30		1                   	9                   	ST    R0++, R16
90003b32		1                   	9                   	ST    R0++, R17
90003b34		1                   	3                   	MOV   R1, R17
90003b36		1                   	4                   	ADD   R30, R1, 0x3c
90003b3a		1                   	9                   	ST    R0++, R21
90003b3c		1                   	9                   	ST    R0++, R22
90003b3e		1                   	9                   	STX   R17, R2, 0x0
90003b42		1                   	9                   	STX   R17, R3, 0xfffc
90003b46		1                   	9                   	STX   R17, R4, 0xfff8
90003b4a		1                   	211                 	LDX   R17, R11, 0xfff8
90003b4e		1                   	3                   	MOV   R11, R24
90003b50		1                   	4                   	AND   R31, R24, 0x000000ff
90003b56		1                   	9                   	STX   R17, R24, 0xfff8
90003b5a		1                   	3                   	MOVC  0, R22
90003b5c		1                   	12                  	JMP   R31, JMP, 0x00003122
90003b62		32                  	128                 	ADDX  R1, R11, 0xffc8
90003b66		32                  	96                  	ADD   R22, R11
90003b68		32                  	6752                	LDX   R17, R24, 0xfff8
90003b6c		32                  	256                 	ST    R11, R24
90003b6e		32                  	128                 	ADDX  R22, R22, 0x1
90003b72		33                  	99                  	MOV   R22, R11
90003b74		33                  	132                 	COMP  R30, R11, 0x20
90003b78		33                  	356                 	JMP   R31, JNC, 0x00003112
90003b7e		1                   	3                   	MOVC  0, R24
90003b80		1                   	9                   	STX   R1, R24, 0xffe7
90003b84		1                   	3                   	MOVC  0, R22
90003b86		1                   	3                   	MOVC  0, R21
90003b88		1                   	11                  	JMP   R31, JMP, 0x00003178
90003bc8		1                   	3                   	COMPC 0, R21
90003bca		1                   	4                   	JMP   R31, JL, 0x0000318c
90003bd0		1                   	211                 	LDX   R17, R11, 0xfffc
90003bd4		1                   	3                   	COMPC 0, R11
90003bd6		1                   	5                   	JMP   R31, JG, 0x0000313e
90003bdc		1                   	3                   	COMPC 0, R21
90003bde		1                   	12                  	JMP   R31, JGE, 0x0000319c
90003bec		1                   	3                   	MOV   R22, R23
90003bee		1                   	211                 	LD    --R0, R22
90003bf0		1                   	211                 	LD    --R0, R21
90003bf2		1                   	3                   	MOV   R17, R1
90003bf4		1                   	211                 	LD    --R0, R17
90003bf6		1                   	211                 	LD    --R0, R16
90003bf8		1                   	11                  	JMP   R16, JMP
90003bfa		3                   	27                  	ST    R0++, R16
90003bfc		3                   	27                  	ST    R0++, R17
90003bfe		3                   	9                   	MOV   R1, R17
90003c00		3                   	12                  	ADD   R30, R1, 0x120
90003c04		3                   	27                  	ST    R0++, R14
90003c06		3                   	27                  	ST    R0++, R15
90003c08		3                   	27                  	ST    R0++, R18
90003c0a		3                   	27                  	ST    R0++, R20
90003c0c		3                   	27                  	ST    R0++, R21
90003c0e		3                   	27                  	ST    R0++, R22
90003c10		3                   	27                  	STX   R17, R2, 0x0
90003c14		3                   	27                  	STX   R17, R3, 0xfffc
90003c18		3                   	27                  	STX   R17, R4, 0xfff8
90003c1c		3                   	27                  	STX   R17, R5, 0xfff4
90003c20		3                   	27                  	STX   R17, R6, 0xfff0
90003c24		3                   	633                 	LDX   R17, R11, 0xfff0
90003c28		3                   	9                   	MOVC  0, R10
90003c2a		3                   	9                   	COMP  R10, R11
90003c2c		3                   	36                  	JMP   R31, JNE, 0x000031fc
90003c4c		3                   	633                 	LDX   R17, R20, 0xfff0
90003c50		3                   	9                   	MOVC  0, R22
90003c52		3                   	33                  	JMP   R31, JMP, 0x0000320c
90003c58		34                  	136                 	ADDX  R22, R22, 0x1
90003c5c		37                  	111                 	MOV   R20, R11
90003c5e		37                  	148                 	ADDX  R11, R20, 0x1
90003c62		37                  	7770                	LD    R11, R24
90003c64		37                  	111                 	MOV   R24, R11
90003c66		37                  	111                 	COMPC 0, R11
90003c68		37                  	386                 	JMP   R31, JNE, 0x00003208
90003c6e		3                   	633                 	LDX   R17, R11, 0xfff4
90003c72		3                   	9                   	COMPC -1, R11
90003c74		3                   	29                  	JMP   R31, JNE, 0x00003230
90003c7a		1                   	3                   	MOV   R22, R11
90003c7c		1                   	9                   	STX   R17, R11, 0xfff4
90003c80		3                   	633                 	LDX   R17, R11, 0xfff4
90003c84		3                   	9                   	COMP  R22, R11
90003c86		3                   	29                  	JMP   R31, JCY, 0x00003242
90003c8c		1                   	211                 	LDX   R17, R11, 0xfff4
90003c90		1                   	3                   	MOV   R11, R22
90003c92		3                   	9                   	MOVC  0, R21
90003c94		3                   	633                 	LDX   R17, R11, 0xfff8
90003c98		3                   	9                   	COMP  R11, R22
90003c9a		3                   	26                  	JMP   R31, JCY, 0x0000329c
90003ca0		1                   	211                 	LDX   R17, R11, 0xfffc
90003ca4		1                   	4                   	AND   R30, R11, 0x1
90003ca8		1                   	3                   	COMPC 0, R11
90003caa		1                   	4                   	JMP   R31, JNE, 0x0000329c
90003cb0		1                   	210                 	LD    R17, R2
90003cb2		1                   	211                 	LDX   R17, R11, 0xfff8
90003cb6		1                   	3                   	SUB   R22, R11
90003cb8		1                   	3                   	MOV   R11, R3
90003cba		1                   	211                 	LDX   R17, R11, 0xfffc
90003cbe		1                   	4                   	AND   R30, R11, 0x10
90003cc2		1                   	3                   	COMPC 0, R11
90003cc4		1                   	5                   	JMP   R31, JNE, 0x00003284
90003cca		1                   	4                   	MOV   R30, R18, 0x20
90003cce		1                   	12                  	JMP   R31, JMP, 0x00003288
90003cd8		1                   	3                   	MOV   R18, R11
90003cda		1                   	3                   	MOV   R11, R24
90003cdc		1                   	5                   	AND   R31, R24, 0x000000ff
90003ce2		1                   	3                   	MOV   R24, R4
90003ce4		1                   	13                  	JSR   R31, JMP, 0x000030e0
90003cea		1                   	3                   	ADD   R23, R21
90003cec		3                   	9                   	COMPC 0, R21
90003cee		3                   	15                  	JMP   R31, JL, 0x00003378
90003cf4		3                   	27                  	STX   R1, R21, 0xffe4
90003cf8		3                   	9                   	MOVC  0, R15
90003cfa		3                   	633                 	LDX   R17, R11, 0xfff4
90003cfe		3                   	12                  	COMP  R30, R11, 0x100
90003d02		3                   	33                  	JMP   R31, JNC, 0x000032c2
90003d12		3                   	633                 	LDX   R17, R11, 0xfff4
90003d16		3                   	9                   	MOV   R11, R14
90003d18		3                   	9                   	MOV   R14, R18
90003d1a		3                   	12                  	ADDX  R1, R2, 0xfee4
90003d1e		3                   	633                 	LDX   R17, R11, 0xfff0
90003d22		3                   	9                   	MOV   R11, R3
90003d24		3                   	9                   	ADD   R15, R3
90003d26		3                   	9                   	MOV   R18, R4
90003d28		3                   	36                  	JSR   R31, JMP, 0x0000292c
90003d2e		3                   	12                  	ADDX  R1, R11, 0xfee4
90003d32		3                   	9                   	ADD   R18, R11
90003d34		3                   	9                   	MOVC  0, R24
90003d36		3                   	24                  	ST    R11, R24
90003d38		3                   	9                   	ADD   R18, R15
90003d3a		3                   	633                 	LDX   R17, R11, 0xfff4
90003d3e		3                   	9                   	SUB   R18, R11
90003d40		3                   	27                  	STX   R17, R11, 0xfff4
90003d44		3                   	9                   	MOVC  2, R2
90003d46		3                   	630                 	LD    R17, R3
90003d48		3                   	12                  	ADDX  R1, R4, 0xfee4
90003d4c		3                   	39                  	JSR   R31, JMP, 0x0000299c
90003d52		3                   	9                   	MOV   R23, R21
90003d54		3                   	633                 	LDX   R17, R11, 0xfff4
90003d58		3                   	9                   	COMPC 0, R11
90003d5a		3                   	33                  	JMP   R31, JLE, 0x00003318
90003d68		3                   	9                   	COMPC 0, R21
90003d6a		3                   	12                  	JMP   R31, JL, 0x0000336e
90003d70		3                   	633                 	LDX   R1, R11, 0xffe4
90003d74		3                   	9                   	ADD   R21, R11
90003d76		3                   	27                  	STX   R1, R11, 0xffe4
90003d7a		3                   	633                 	LDX   R17, R11, 0xfff8
90003d7e		3                   	9                   	COMP  R11, R22
90003d80		3                   	26                  	JMP   R31, JCY, 0x0000336e
90003d86		1                   	211                 	LDX   R17, R11, 0xfffc
90003d8a		1                   	4                   	AND   R30, R11, 0x1
90003d8e		1                   	3                   	COMPC 0, R11
90003d90		1                   	11                  	JMP   R31, JE, 0x0000336e
90003dbe		3                   	633                 	LDX   R1, R23, 0xffe4
90003dc2		3                   	33                  	JMP   R31, JMP, 0x0000337a
90003dca		3                   	633                 	LD    --R0, R22
90003dcc		3                   	633                 	LD    --R0, R21
90003dce		3                   	633                 	LD    --R0, R20
90003dd0		3                   	633                 	LD    --R0, R18
90003dd2		3                   	633                 	LD    --R0, R15
90003dd4		3                   	633                 	LD    --R0, R14
90003dd6		3                   	9                   	MOV   R17, R1
90003dd8		3                   	633                 	LD    --R0, R17
90003dda		3                   	633                 	LD    --R0, R16
90003ddc		3                   	33                  	JMP   R16, JMP
90003e38		1                   	9                   	ST    R0++, R16
90003e3a		1                   	9                   	ST    R0++, R17
90003e3c		1                   	3                   	MOV   R1, R17
90003e3e		1                   	4                   	ADD   R30, R1, 0x28
90003e42		1                   	9                   	ST    R0++, R20
90003e44		1                   	9                   	ST    R0++, R21
90003e46		1                   	9                   	ST    R0++, R22
90003e48		1                   	9                   	STX   R17, R2, 0x0
90003e4c		1                   	9                   	STX   R17, R3, 0xfffc
90003e50		1                   	9                   	STX   R17, R4, 0xfff8
90003e54		1                   	9                   	STX   R17, R5, 0xfff4
90003e58		1                   	9                   	STX   R17, R6, 0xfff0
90003e5c		1                   	3                   	MOVC  0, R24
90003e5e		1                   	9                   	STX   R1, R24, 0xffe7
90003e62		1                   	3                   	MOVC  11, R21
90003e64		1                   	211                 	LDX   R17, R11, 0xfff0
90003e68		1                   	3                   	COMPC 0, R11
90003e6a		1                   	11                  	JMP   R31, JGE, 0x00003470
90003ec0		1                   	211                 	LDX   R17, R22, 0xfff0
90003ec4		1                   	211                 	LDX   R17, R11, 0xfff0
90003ec8		1                   	4                   	COMP  R31, R11, 0x80000000
90003ece		1                   	5                   	JMP   R31, JE, 0x0000357e
90003ed4		1                   	3                   	MOV   R22, R8
90003ed6		1                   	3                   	MOVC  10, R9
90003ed8		1                   	12                  	JSR   R31, JMP, 0x00000718
90003ede		1                   	4                   	ADDX  R1, R10, 0xffdc
90003ee2		1                   	3                   	ADD   R21, R10
