InstAddress		Total_Execution	Total_Cycles	Instruction
90000efc		1                   	211                 	LD    --R0, R16
90000efe		1                   	11                  	JMP   R16, JMP
90000f00		1                   	209                 	ST    R0++, R16
90000f02		1                   	9                   	ST    R0++, R17
90000f04		1                   	3                   	MOV   R1, R17
90000f06		1                   	4                   	ADD   R30, R1, 0x20
90000f0a		1                   	9                   	ST    R0++, R12
90000f0c		1                   	9                   	ST    R0++, R13
90000f0e		1                   	9                   	ST    R0++, R14
90000f10		1                   	9                   	ST    R0++, R15
90000f12		1                   	9                   	ST    R0++, R18
90000f14		1                   	9                   	ST    R0++, R20
90000f16		1                   	9                   	ST    R0++, R21
90000f18		1                   	9                   	ST    R0++, R22
90000f1a		1                   	4                   	MOV   R31, R22, 0x80040000
90000f20		1                   	204                 	ADD   R31, R22, 0x0001f020
90000f26		1                   	3                   	MOV   R22, R2
90000f28		1                   	3                   	MOVC  0, R3
90000f2a		1                   	12                  	JSR   R31, JMP, 0x00002b46
90000f30		1                   	12                  	JSR   R31, JMP, 0x000024d6
90000f36		1                   	3                   	MOV   R23, R11
90000f38		1                   	3                   	COMPC 1, R11
90000f3a		1                   	4                   	JMP   R31, JLE, 0x000004fa
90000f40		1                   	204                 	MOV   R30, R20, 0x80
90000f44		1                   	12                  	JMP   R31, JMP, 0x000004fe
90000f4e		1                   	4                   	ADDX  R22, R2, 0x8
90000f52		1                   	3                   	MOV   R20, R3
90000f54		1                   	13                  	JSR   R31, JMP, 0x00002b46
90000f5a		1                   	12                  	JSR   R31, JMP, 0x000024d6
90000f60		1                   	203                 	MOV   R23, R11
90000f62		1                   	3                   	COMPC 1, R11
90000f64		1                   	5                   	JMP   R31, JLE, 0x00000524
90000f6a		1                   	4                   	MOV   R30, R18, 0x80
90000f6e		1                   	12                  	JMP   R31, JMP, 0x00000528
90000f78		1                   	4                   	ADDX  R22, R2, 0x10
90000f7c		1                   	3                   	MOV   R18, R3
90000f7e		1                   	213                 	JSR   R31, JMP, 0x00002b46
90000f84		1                   	13                  	JSR   R31, JMP, 0x000024d6
90000f8a		1                   	3                   	MOV   R23, R11
90000f8c		1                   	3                   	COMPC 1, R11
90000f8e		1                   	5                   	JMP   R31, JLE, 0x0000054e
90000f94		1                   	4                   	MOV   R30, R15, 0x80
90000f98		1                   	11                  	JMP   R31, JMP, 0x00000552
90000fa2		1                   	204                 	ADDX  R22, R2, 0x18
90000fa6		1                   	3                   	MOV   R15, R3
90000fa8		1                   	12                  	JSR   R31, JMP, 0x00002b46
90000fae		1                   	4                   	ADDX  R22, R2, 0x3e0
90000fb2		1                   	3                   	MOVC  0, R3
90000fb4		1                   	13                  	JSR   R31, JMP, 0x00002b46
90000fba		1                   	4                   	MOV   R31, R22, 0x80800000
90000fc0		1                   	204                 	ADD   R31, R22, 0x0001f020
90000fc6		1                   	3                   	MOVC  0, R21
90000fc8		1                   	11                  	JMP   R31, JMP, 0x0000061c
90000fce		1                   	3                   	MOV   R22, R2
90000fd0		1                   	3                   	MOVC  0, R3
90000fd2		1                   	12                  	JSR   R31, JMP, 0x00002b46
90000fd8		1                   	12                  	JSR   R31, JMP, 0x000024d6
90000fde		1                   	3                   	MOV   R23, R11
90000fe0		1                   	203                 	COMPC 1, R11
90000fe2		1                   	4                   	JMP   R31, JLE, 0x000005a2
90000fe8		1                   	4                   	MOV   R30, R14, 0x80
90000fec		1                   	12                  	JMP   R31, JMP, 0x000005a6
90000ff6		1                   	4                   	ADDX  R22, R2, 0x8
90000ffa		1                   	3                   	MOV   R14, R3
90000ffc		1                   	213                 	JSR   R31, JMP, 0x00002b46
90001002		1                   	12                  	JSR   R31, JMP, 0x000024d6
90001008		1                   	3                   	MOV   R23, R11
9000100a		1                   	3                   	COMPC 1, R11
9000100c		1                   	5                   	JMP   R31, JLE, 0x000005cc
90001012		1                   	4                   	MOV   R30, R13, 0x80
90001016		1                   	12                  	JMP   R31, JMP, 0x000005d0
90001020		1                   	204                 	ADDX  R22, R2, 0x10
90001024		1                   	3                   	MOV   R13, R3
90001026		1                   	13                  	JSR   R31, JMP, 0x00002b46
9000102c		1                   	13                  	JSR   R31, JMP, 0x000024d6
90001032		1                   	3                   	MOV   R23, R11
90001034		1                   	3                   	COMPC 1, R11
90001036		1                   	5                   	JMP   R31, JLE, 0x000005f6
9000103c		1                   	4                   	MOV   R30, R12, 0x80
90001040		1                   	211                 	JMP   R31, JMP, 0x000005fa
9000104a		1                   	4                   	ADDX  R22, R2, 0x18
9000104e		1                   	3                   	MOV   R12, R3
90001050		1                   	12                  	JSR   R31, JMP, 0x00002b46
90001056		1                   	4                   	ADDX  R22, R2, 0x3e0
9000105a		1                   	3                   	MOVC  0, R3
9000105c		1                   	13                  	JSR   R31, JMP, 0x00002b46
90001062		1                   	204                 	ADD   R31, R22, 0x00040000
90001068		1                   	4                   	ADDX  R21, R21, 0x1
9000106c		2                   	226                 	JSR   R31, JMP, 0x00002510
90001072		2                   	6                   	COMP  R23, R21
90001074		2                   	17                  	JMP   R31, JL, 0x0000057e
9000107a		1                   	211                 	LD    --R0, R22
9000107c		1                   	211                 	LD    --R0, R21
9000107e		1                   	211                 	LD    --R0, R20
90001080		1                   	411                 	LD    --R0, R18
90001082		1                   	211                 	LD    --R0, R15
90001084		1                   	211                 	LD    --R0, R14
90001086		1                   	211                 	LD    --R0, R13
90001088		1                   	211                 	LD    --R0, R12
9000108a		1                   	3                   	MOV   R17, R1
9000108c		1                   	211                 	LD    --R0, R17
9000108e		1                   	211                 	LD    --R0, R16
90001090		1                   	11                  	JMP   R16, JMP
90001092		1                   	209                 	ST    R0++, R16
90001094		1                   	9                   	ST    R0++, R17
90001096		1                   	3                   	MOV   R1, R17
90001098		1                   	4                   	ADD   R30, R1, 0x1c
9000109c		1                   	213                 	JSR   R31, JMP, 0x00002ae2
900010a2		1                   	3                   	MOV   R19, R11
900010a4		1                   	5                   	ADD   R31, R11, 0x00000200
900010aa		1                   	210                 	LD    R11, R11
900010ac		1                   	3                   	COMPC 0, R11
900010ae		1                   	5                   	JMP   R31, JNE, 0x0000068c
900010b4		1                   	3                   	MOV   R19, R2
900010b6		1                   	5                   	ADD   R31, R2, 0x00000204
900010bc		1                   	205                 	MOV   R31, R3, 0x00008000
900010c2		1                   	12                  	JSR   R31, JMP, 0x00000470
900010c8		1                   	3                   	MOV   R19, R11
900010ca		1                   	4                   	ADD   R31, R11, 0x00000200
900010d0		1                   	3                   	MOVC  1, R10
900010d2		1                   	8                   	ST    R11, R10
900010d4		1                   	13                  	JSR   R31, JMP, 0x000004b0
900010da		1                   	202                 	SPSW, 10
900010dc		1                   	213                 	JSR   R31, JMP, 0x00002b14
900010e2		1                   	3                   	MOV   R17, R1
900010e4		1                   	211                 	LD    --R0, R17
900010e6		1                   	211                 	LD    --R0, R16
900010e8		1                   	11                  	JMP   R16, JMP
900010ea		1                   	9                   	ST    R0++, R16
900010ec		1                   	9                   	ST    R0++, R17
900010ee		1                   	3                   	MOV   R1, R17
900010f0		1                   	12                  	JSR   R31, JMP, 0x00002ae2
900010f6		1                   	3                   	MOV   R19, R11
900010f8		1                   	4                   	ADD   R31, R11, 0x00000200
900010fe		1                   	210                 	LD    R11, R11
90001100		1                   	203                 	COMPC 0, R11
90001102		1                   	4                   	JMP   R31, JLE, 0x000006da
90001108		1                   	3                   	MOV   R19, R11
9000110a		1                   	4                   	ADD   R31, R11, 0x00000200
90001110		1                   	210                 	LD    R11, R10
90001112		1                   	4                   	ADDX  R10, R10, 0xffff
90001116		1                   	8                   	ST    R11, R10
90001118		1                   	3                   	MOV   R19, R11
9000111a		1                   	4                   	ADD   R31, R11, 0x00000200
90001120		1                   	210                 	LD    R11, R11
90001122		1                   	3                   	COMPC 0, R11
90001124		1                   	5                   	JMP   R31, JNE, 0x000006da
9000112a		1                   	12                  	JSR   R31, JMP, 0x00002b14
90001130		1                   	211                 	LD    --R0, R17
90001132		1                   	211                 	LD    --R0, R16
90001134		1                   	11                  	JMP   R16, JMP
90001136		26                  	1890                	DLY
90001138		26                  	195                 	DRJ   30, R2
9000113a		13                  	143                 	JMP   R16, JMP
90001140		3                   	227                 	ST    R0++, R16
90001142		3                   	27                  	ST    R0++, R17
90001144		3                   	27                  	ST    R0++, R2
90001146		3                   	27                  	ST    R0++, R3
90001148		3                   	27                  	ST    R0++, R4
9000114a		3                   	27                  	ST    R0++, R5
9000114c		3                   	27                  	ST    R0++, R6
9000114e		3                   	27                  	ST    R0++, R22
90001150		3                   	36                  	JSR   R31, JMP, 0x00000920
90001156		3                   	633                 	LD    --R0, R22
90001158		3                   	633                 	LD    --R0, R6
9000115a		3                   	633                 	LD    --R0, R5
9000115c		3                   	633                 	LD    --R0, R4
9000115e		3                   	633                 	LD    --R0, R3
90001160		3                   	633                 	LD    --R0, R2
90001162		3                   	633                 	LD    --R0, R17
90001164		3                   	633                 	LD    --R0, R16
90001166		3                   	33                  	JMP   R16, JMP
90001168		19                  	371                 	ST    R0++, R16
9000116a		19                  	171                 	ST    R0++, R17
9000116c		19                  	171                 	ST    R0++, R2
9000116e		19                  	171                 	ST    R0++, R3
90001170		19                  	171                 	ST    R0++, R4
90001172		19                  	171                 	ST    R0++, R5
90001174		19                  	171                 	ST    R0++, R6
90001176		19                  	171                 	ST    R0++, R22
90001178		19                  	228                 	JSR   R31, JMP, 0x00000920
9000117e		19                  	57                  	MOV   R2, R23
90001180		19                  	4209                	LD    --R0, R22
90001182		19                  	4009                	LD    --R0, R6
90001184		19                  	4009                	LD    --R0, R5
90001186		19                  	4009                	LD    --R0, R4
90001188		19                  	4009                	LD    --R0, R3
9000118a		19                  	4009                	LD    --R0, R2
9000118c		19                  	4009                	LD    --R0, R17
9000118e		19                  	4009                	LD    --R0, R16
90001190		19                  	209                 	JMP   R16, JMP
9000128a		22                  	398                 	ST    R0++, R6
9000128c		22                  	198                 	ST    R0++, R7
9000128e		22                  	198                 	ST    R0++, R8
90001290		22                  	198                 	ST    R0++, R9
90001292		22                  	66                  	MOVC  0, R9
90001294		22                  	66                  	MOVC  0, R23
90001296		22                  	66                  	COMPC 0, R3
90001298		22                  	88                  	JMP   R31, JE, 0x00000914
9000129e		22                  	66                  	COMPC 1, R3
900012a0		22                  	442                 	JMP   R31, JNE, 0x00000860
900012b0		22                  	66                  	MOV   R3, R22
900012b2		22                  	66                  	MOV   R2, R4
900012b4		22                  	110                 	SRL   1, R3
900012b6		22                  	110                 	SRL   1, R2
900012b8		22                  	66                  	COMP  R3, R2
900012ba		22                  	123                 	JMP   R31, JGE, 0x0000087e
900012c0		17                  	251                 	MOV   R4, R9
900012c2		17                  	187                 	JMP   R31, JMP, 0x00000914
900012ce		5                   	15                  	MOV   R22, R3
900012d0		5                   	15                  	MOV   R4, R2
900012d2		5                   	15                  	COMP  R2, R3
900012d4		5                   	53                  	JMP   R31, JNE, 0x00000894
900012da		1                   	3                   	MOVC  0, R2
900012dc		1                   	3                   	MOVC  1, R23
900012de		1                   	212                 	JMP   R31, JMP, 0x00000914
900012e4		4                   	16                  	MOV   R30, R5, 0x20
900012e8		4                   	12                  	MOV   R9, R4
900012ea		4                   	20                  	SRL   1, R9
900012ec		4                   	20                  	SRL   1, R3
900012ee		126                 	378                 	COMP  R9, R3
900012f0		126                 	532                 	JMP   R31, JLE, 0x000008ca
900012f6		122                 	366                 	MOV   R4, R9
900012f8		122                 	366                 	MOV   R22, R3
900012fa		122                 	366                 	MOV   R2, R7
900012fc		122                 	810                 	AND   R31, R7, 0x80000000
90001302		122                 	610                 	SRL   31, R7
90001304		122                 	610                 	SLL   1, R9
90001306		122                 	366                 	OR    R7, R9
90001308		122                 	366                 	MOV   R2, R8
9000130a		122                 	610                 	SLL   1, R2
9000130c		122                 	366                 	ADDC  -1, R5
9000130e		122                 	366                 	MOV   R9, R4
90001310		122                 	610                 	SRL   1, R9
90001312		122                 	610                 	SRL   1, R3
90001314		122                 	1464                	JMP   R31, JMP, 0x0000089e
9000131a		4                   	12                  	MOV   R4, R9
9000131c		4                   	12                  	MOV   R22, R3
9000131e		4                   	12                  	MOV   R8, R2
90001320		4                   	220                 	SRL   1, R9
90001322		4                   	12                  	ADDC  1, R5
90001324		4                   	12                  	MOVC  0, R22
90001326		14                  	42                  	COMP  R22, R5
90001328		14                  	84                  	JMP   R31, JLE, 0x00000914
9000132e		10                  	30                  	MOV   R2, R7
90001330		10                  	40                  	AND   R31, R7, 0x80000000
90001336		10                  	50                  	SRL   31, R7
90001338		10                  	50                  	SLL   1, R9
9000133a		10                  	30                  	OR    R7, R9
9000133c		10                  	30                  	MOV   R9, R4
9000133e		10                  	30                  	SUB   R3, R4
90001340		10                  	230                 	MOV   R4, R6
90001342		10                  	40                  	AND   R31, R6, 0x80000000
90001348		10                  	50                  	SRL   31, R6
9000134a		10                  	50                  	SLL   1, R2
9000134c		10                  	50                  	SLL   1, R23
9000134e		10                  	30                  	COMPC 0, R6
90001350		10                  	68                  	JMP   R31, JNE, 0x0000090c
90001356		6                   	18                  	MOVC  1, R6
90001358		6                   	18                  	OR    R6, R23
9000135a		6                   	18                  	MOV   R4, R9
9000135c		10                  	30                  	ADDC  1, R22
9000135e		10                  	120                 	JMP   R31, JMP, 0x000008d6
90001364		22                  	66                  	MOV   R9, R2
90001366		22                  	4642                	LD    --R0, R9
90001368		22                  	4642                	LD    --R0, R8
9000136a		22                  	4642                	LD    --R0, R7
9000136c		22                  	4642                	LD    --R0, R6
9000136e		22                  	242                 	JMP   R16, JMP
90001370		22                  	266                 	MOV   R8, R2
90001372		22                  	66                  	COMPC 0, R8
90001374		22                  	264                 	JMP   R31, JGE, 0x0000092c
9000137c		22                  	66                  	MOV   R9, R3
9000137e		22                  	66                  	COMPC 0, R9
90001380		22                  	442                 	JMP   R31, JGE, 0x00000938
90001388		22                  	198                 	ST    R0++, R16
9000138a		22                  	264                 	JSR   R31, JMP, 0x0000083a
90001390		22                  	4642                	LD    --R0, R16
90001392		22                  	66                  	COMPC 0, R8
90001394		22                  	264                 	JMP   R31, JGE, 0x0000095c
900013ac		22                  	266                 	COMPC 0, R9
900013ae		22                  	264                 	JMP   R31, JGE, 0x00000966
900013b6		22                  	242                 	JMP   R16, JMP
900013b8		5                   	55                  	JMP   R31, JMP, 0x0000097e
900013be		83                  	249                 	MOV   R2, R11
900013c0		83                  	332                 	ADDX  R11, R2, 0x1
900013c4		83                  	249                 	MOV   R3, R10
900013c6		83                  	332                 	ADDX  R10, R3, 0x1
900013ca		83                  	17430               	LD    R10, R24
900013cc		83                  	664                 	ST    R11, R24
900013ce		88                  	464                 	MOV   R4, R11
900013d0		88                  	352                 	ADDX  R11, R4, 0xffff
900013d4		88                  	264                 	MOVC  0, R10
900013d6		88                  	264                 	COMP  R10, R11
900013d8		88                  	933                 	JMP   R31, JNE, 0x0000096e
900013de		5                   	55                  	JMP   R16, JMP
900013e0		7                   	263                 	ST    R0++, R16
900013e2		7                   	63                  	ST    R0++, R17
900013e4		7                   	21                  	MOV   R1, R17
900013e6		7                   	28                  	ADD   R30, R1, 0x1c
900013ea		7                   	77                  	JMP   R31, JMP, 0x000009a8
900013f8		7                   	21                  	MOV   R19, R11
900013fa		7                   	28                  	ADD   R31, R11, 0x00008204
90001400		7                   	1670                	LD    R11, R11
90001402		7                   	1470                	LD    R11, R11
90001404		7                   	21                  	MOV   R19, R10
90001406		7                   	35                  	ADD   R31, R10, 0x00008208
9000140c		7                   	1470                	LD    R10, R10
9000140e		7                   	21                  	COMP  R10, R11
90001410		7                   	28                  	JMP   R31, JE, 0x000009a0
90001416		7                   	21                  	MOV   R19, R11
90001418		7                   	28                  	ADD   R31, R11, 0x00008204
9000141e		7                   	1470                	LD    R11, R23
90001420		7                   	21                  	MOV   R17, R1
90001422		7                   	1477                	LD    --R0, R17
90001424		7                   	1477                	LD    --R0, R16
90001426		7                   	77                  	JMP   R16, JMP
90001428		7                   	263                 	ST    R0++, R16
9000142a		7                   	63                  	ST    R0++, R17
9000142c		7                   	21                  	MOV   R1, R17
9000142e		7                   	28                  	ADD   R30, R1, 0x20
90001432		7                   	63                  	ST    R0++, R21
90001434		7                   	63                  	ST    R0++, R22
90001436		7                   	63                  	STX   R17, R2, 0x0
9000143a		7                   	63                  	STX   R17, R3, 0xfffc
9000143e		7                   	263                 	STX   R17, R4, 0xfff8
90001442		7                   	63                  	STX   R17, R5, 0xfff4
90001446		7                   	63                  	STX   R17, R6, 0xfff0
9000144a		7                   	63                  	STX   R17, R7, 0xffec
9000144e		7                   	28                  	ADDX  R17, R21, 0xfffc
90001452		7                   	21                  	MOV   R19, R11
90001454		7                   	35                  	ADD   R31, R11, 0x00008218
9000145a		7                   	1470                	LD    R11, R2
9000145c		7                   	291                 	JSR   R31, JMP, 0x00002ab0
90001462		7                   	84                  	JSR   R31, JMP, 0x00000990
90001468		7                   	21                  	MOV   R23, R22
9000146a		7                   	21                  	MOVC  3, R2
9000146c		7                   	91                  	JSR   R31, JMP, 0x0000034c
90001472		7                   	28                  	ADDX  R22, R10, 0x4
90001476		7                   	21                  	MOV   R23, R11
90001478		7                   	56                  	ST    R10, R11
9000147a		7                   	28                  	ADDX  R22, R11, 0x8
9000147e		7                   	1470                	LD    R17, R10
90001480		7                   	256                 	ST    R11, R10
90001482		7                   	1470                	LD    R17, R11
90001484		7                   	21                  	COMPC 0, R11
90001486		7                   	35                  	JMP   R31, JL, 0x00000f04
9000148c		7                   	28                  	COMP  R30, R11, 0x14
90001490		7                   	28                  	JMP   R31, JG, 0x00000f04
90001496		7                   	21                  	MOV   R19, R10
90001498		7                   	28                  	ADD   R31, R10, 0x00008220
9000149e		7                   	56                  	MULC  4, R11
900014a0		7                   	221                 	ADD   R11, R10
900014a2		7                   	1470                	LD    R10, R11
900014a4		7                   	77                  	JMP   R11, JMP
900015c2		3                   	212                 	ADDX  R22, R11, 0xc
900015c6		3                   	9                   	MOVC  8, R10
900015c8		3                   	24                  	ST    R11, R10
900015ca		3                   	12                  	ADDX  R22, R11, 0x10
900015ce		3                   	12                  	MOV   R30, R10, 0x18
900015d2		3                   	24                  	ST    R11, R10
900015d4		3                   	9                   	MOVC  -4, R11
900015d6		3                   	9                   	MOV   R21, R10
900015d8		3                   	9                   	ADD   R11, R10
900015da		3                   	9                   	MOV   R10, R21
900015dc		3                   	12                  	ADDX  R22, R11, 0x14
900015e0		3                   	212                 	ADDX  R10, R10, 0x4
900015e4		3                   	630                 	LD    R10, R10
900015e6		3                   	24                  	ST    R11, R10
900015e8		3                   	9                   	MOVC  -4, R11
900015ea		3                   	9                   	MOV   R21, R10
900015ec		3                   	9                   	ADD   R11, R10
900015ee		3                   	9                   	MOV   R10, R21
900015f0		3                   	12                  	ADDX  R22, R11, 0x18
900015f4		3                   	12                  	ADDX  R10, R10, 0x4
900015f8		3                   	630                 	LD    R10, R10
900015fa		3                   	24                  	ST    R11, R10
900015fc		3                   	236                 	JMP   R31, JMP, 0x00000f04
9000162e		4                   	216                 	ADDX  R22, R11, 0xc
90001632		4                   	12                  	MOVC  8, R10
90001634		4                   	32                  	ST    R11, R10
90001636		4                   	16                  	ADDX  R22, R11, 0x10
9000163a		4                   	16                  	MOV   R30, R10, 0x18
9000163e		4                   	32                  	ST    R11, R10
90001640		4                   	212                 	MOVC  -4, R11
90001642		4                   	12                  	MOV   R21, R10
90001644		4                   	12                  	ADD   R11, R10
90001646		4                   	12                  	MOV   R10, R21
90001648		4                   	16                  	ADDX  R22, R11, 0x14
9000164c		4                   	16                  	ADDX  R10, R10, 0x4
90001650		4                   	840                 	LD    R10, R10
90001652		4                   	32                  	ST    R11, R10
90001654		4                   	12                  	MOVC  -4, R11
90001656		4                   	12                  	MOV   R21, R10
90001658		4                   	12                  	ADD   R11, R10
9000165a		4                   	12                  	MOV   R10, R21
9000165c		4                   	16                  	ADDX  R22, R11, 0x18
90001660		4                   	216                 	ADDX  R10, R10, 0x4
90001664		4                   	840                 	LD    R10, R10
90001666		4                   	32                  	ST    R11, R10
90001668		4                   	44                  	JMP   R31, JMP, 0x00000f04
90001954		7                   	221                 	MOVC  0, R21
90001956		7                   	21                  	MOVC  8, R2
90001958		7                   	21                  	MOVC  0, R3
9000195a		7                   	84                  	JSR   R31, JMP, 0x000002ac
90001960		7                   	221                 	MOV   R19, R11
90001962		7                   	28                  	ADD   R31, R11, 0x00008204
90001968		7                   	1470                	LD    R11, R10
9000196a		7                   	1470                	LD    R10, R10
9000196c		7                   	56                  	ST    R11, R10
9000196e		13                  	39                  	MOVC  2, R2
90001970		13                  	156                 	JSR   R31, JMP, 0x000006e6
90001976		13                  	39                  	MOVC  8, R2
90001978		13                  	156                 	JSR   R31, JMP, 0x00000208
9000197e		13                  	39                  	MOVC  0, R10
90001980		13                  	239                 	COMP  R10, R23
90001982		13                  	94                  	JMP   R31, JE, 0x00000f1e
90001988		7                   	28                  	MOV   R30, R2, 0x18
9000198c		7                   	91                  	JSR   R31, JMP, 0x00000208
90001992		7                   	21                  	MOV   R23, R11
90001994		7                   	63                  	STX   R1, R11, 0xffe4
90001998		7                   	21                  	MOV   R19, R11
9000199a		7                   	28                  	ADD   R31, R11, 0x00008218
900019a0		7                   	1470                	LD    R11, R2
900019a2		7                   	84                  	JSR   R31, JMP, 0x00002ade
900019a8		7                   	1477                	LDX   R1, R23, 0xffe4
900019ac		7                   	1477                	LD    --R0, R22
900019ae		7                   	1477                	LD    --R0, R21
900019b0		7                   	21                  	MOV   R17, R1
900019b2		7                   	1477                	LD    --R0, R17
900019b4		7                   	1477                	LD    --R0, R16
900019b6		7                   	77                  	JMP   R16, JMP
900019b8		3                   	227                 	ST    R0++, R22
900019ba		3                   	9                   	MOV   R2, R11
900019bc		3                   	9                   	MOVC  0, R10
900019be		3                   	9                   	COMP  R10, R11
900019c0		3                   	212                 	JMP   R31, JE, 0x00000fa4
